"PassengerId","Survived","Pclass","Sex","NameTitle","NameTitle2","Age","SibSp","Parch","Total","ParTog","ChiTog","SibTog","Role","Ticket","Fare","Embarked"
281,"D","C","male","Mr.","Mr.",65,0,0,1,"N","N","N","N","336439",7.75,"Q"
282,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","347464",7.8542,"S"
283,"D","C","male","Mr.","Mr.",16,0,0,1,"N","N","N","N","345778",9.5,"S"
284,"S","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","A/5. 10482",8.05,"S"
285,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","113056",26,"S"
286,"D","C","male","Mr.","Mr.",33,0,0,1,"N","N","N","N","349239",8.6625,"C"
287,"S","C","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","345774",9.5,"S"
288,"D","C","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","349206",7.8958,"S"
289,"S","B","male","Mr.","Mr.",42,0,0,1,"N","N","N","N","237798",13,"S"
290,"S","C","female","Miss.","Miss.",22,0,0,1,"N","N","N","N","370373",7.75,"Q"
291,"S","A","female","Miss.","Miss.",26,0,0,1,"N","N","N","N","19877",78.85,"S"
292,"S","A","female","Mrs.","Mrs.",19,1,0,2,"N","N","Y","N","11967",91.0792,"C"
293,"D","B","male","Mr.","Mr.",36,0,0,1,"N","N","N","N","SC/Paris 2163",12.875,"C"
294,"D","C","female","Miss.","Miss.",24,0,0,1,"N","N","N","N","349236",8.85,"S"
295,"D","C","male","Mr.","Mr.",24,0,0,1,"N","N","N","N","349233",7.8958,"S"
296,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","PC 17612",27.7208,"C"
297,"D","C","male","Mr.","Mr.",23,0,0,1,"N","N","N","N","2693",7.2292,"C"
298,"D","A","female","Miss.","Miss.",2,1,2,4,"Y","N","Y","C","113781",151.55,"S"
299,"S","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","19988",30.5,"S"
300,"S","A","female","Mrs.","Mrs.",50,0,1,2,"Y","N","N","C","PC 17558",247.5208,"C"
301,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","9234",7.75,"Q"
302,"S","C","male","Mr.","Mr.",37,2,0,3,"N","N","Y","N","367226",23.25,"Q"
303,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","LINE",0,"S"
304,"S","B","female","Miss.","Miss.",32,0,0,1,"N","N","N","N","226593",12.35,"Q"
305,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","A/5 2466",8.05,"S"
306,"S","A","male","Master.","Master.",1,1,2,4,"Y","N","Y","C","113781",151.55,"S"
307,"S","A","female","Miss.","Miss.",34,0,0,1,"N","N","N","N","17421",110.8833,"C"
308,"S","A","female","Mrs.","Mrs.",17,1,0,2,"N","N","Y","N","PC 17758",108.9,"C"
309,"D","B","male","Mr.","Mr.",30,1,0,2,"N","N","Y","N","P/PP 3381",24,"C"
310,"S","A","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","PC 17485",56.9292,"C"
311,"S","A","female","Miss.","Miss.",24,0,0,1,"N","N","N","N","11767",83.1583,"C"
312,"S","A","female","Miss.","Miss.",18,2,2,5,"Y","N","Y","C","PC 17608",262.375,"C"
313,"D","B","female","Mrs.","Mrs.",26,1,1,3,"N","Y","Y","P","250651",26,"S"
314,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349243",7.8958,"S"
315,"D","B","male","Mr.","Mr.",43,1,1,3,"N","Y","Y","P","F.C.C. 13529",26.25,"S"
316,"S","C","female","Miss.","Miss.",26,0,0,1,"N","N","N","N","347470",7.8542,"S"
317,"S","B","female","Mrs.","Mrs.",24,1,0,2,"N","N","Y","N","244367",26,"S"
318,"D","B","male","Dr.","Dr.",54,0,0,1,"N","N","N","N","29011",14,"S"
319,"S","A","female","Miss.","Miss.",31,0,2,3,"Y","N","N","C","36928",164.8667,"S"
320,"S","A","female","Mrs.","Mrs.",40,1,1,3,"N","Y","Y","P","16966",134.5,"C"
321,"D","C","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","A/5 21172",7.25,"S"
322,"D","C","male","Mr.","Mr.",27,0,0,1,"N","N","N","N","349219",7.8958,"S"
323,"S","B","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","234818",12.35,"Q"
324,"S","B","female","Mrs.","Mrs.",22,1,1,3,"N","Y","Y","P","248738",29,"S"
325,"D","C","male","Mr.","Mr.",18,8,2,11,"Y","N","Y","C","CA. 2343",69.55,"S"
326,"S","A","female","Miss.","Miss.",36,0,0,1,"N","N","N","N","PC 17760",135.6333,"C"
327,"D","C","male","Mr.","Mr.",61,0,0,1,"N","N","N","N","345364",6.2375,"S"
328,"S","B","female","Mrs.","Mrs.",36,0,0,1,"N","N","N","N","28551",13,"S"
329,"S","C","female","Mrs.","Mrs.",31,1,1,3,"N","Y","Y","P","363291",20.525,"S"
330,"S","A","female","Miss.","Miss.",16,0,1,2,"Y","N","N","C","111361",57.9792,"C"
331,"S","C","female","Miss.","Miss.",23,2,0,3,"N","N","Y","N","367226",23.25,"Q"
332,"D","A","male","Mr.","Mr.",45,0,0,1,"N","N","N","N","113043",28.5,"S"
333,"D","A","male","Mr.","Mr.",38,0,1,2,"Y","N","N","C","PC 17582",153.4625,"S"
334,"D","C","male","Mr.","Mr.",16,2,0,3,"N","N","Y","N","345764",18,"S"
335,"S","A","female","Mrs.","Mrs.",42,1,0,2,"N","N","Y","N","PC 17611",133.65,"S"
336,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349225",7.8958,"S"
337,"D","A","male","Mr.","Mr.",29,1,0,2,"N","N","Y","N","113776",66.6,"S"
338,"S","A","female","Miss.","Miss.",41,0,0,1,"N","N","N","N","16966",134.5,"C"
339,"S","C","male","Mr.","Mr.",45,0,0,1,"N","N","N","N","7598",8.05,"S"
340,"D","A","male","Mr.","Mr.",45,0,0,1,"N","N","N","N","113784",35.5,"S"
341,"S","B","male","Master.","Master.",2,1,1,3,"Y","N","Y","C","230080",26,"S"
342,"S","A","female","Miss.","Miss.",24,3,2,6,"Y","N","Y","C","19950",263,"S"
343,"D","B","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","248740",13,"S"
344,"D","B","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","244361",13,"S"
345,"D","B","male","Mr.","Mr.",36,0,0,1,"N","N","N","N","229236",13,"S"
346,"S","B","female","Miss.","Miss.",24,0,0,1,"N","N","N","N","248733",13,"S"
347,"S","B","female","Miss.","Miss.",40,0,0,1,"N","N","N","N","31418",13,"S"
348,"S","C","female","Mrs.","Mrs.",30,1,0,2,"N","N","Y","N","386525",16.1,"S"
349,"S","C","male","Master.","Master.",3,1,1,3,"Y","N","Y","C","C.A. 37671",15.9,"S"
350,"D","C","male","Mr.","Mr.",42,0,0,1,"N","N","N","N","315088",8.6625,"S"
351,"D","C","male","Mr.","Mr.",23,0,0,1,"N","N","N","N","7267",9.225,"S"
352,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","113510",35,"S"
353,"D","C","male","Mr.","Mr.",15,1,1,3,"N","N","Y","N","2695",7.2292,"C"
354,"D","C","male","Mr.","Mr.",25,1,0,2,"N","N","Y","N","349237",17.8,"S"
355,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2647",7.225,"C"
356,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","345783",9.5,"S"
357,"S","A","female","Miss.","Miss.",22,0,1,2,"Y","N","N","C","113505",55,"S"
358,"D","B","female","Miss.","Miss.",38,0,0,1,"N","N","N","N","237671",13,"S"
359,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","330931",7.8792,"Q"
360,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","330980",7.8792,"Q"
361,"D","C","male","Mr.","Mr.",40,1,4,6,"N","Y","Y","P","347088",27.9,"S"
362,"D","B","male","Mr.","Mr.",29,1,0,2,"N","N","Y","N","SC/PARIS 2167",27.7208,"C"
363,"D","C","female","Mrs.","Mrs.",45,0,1,2,"N","Y","N","P","2691",14.4542,"C"
364,"D","C","male","Mr.","Mr.",35,0,0,1,"N","N","N","N","SOTON/O.Q. 3101310",7.05,"S"
365,"D","C","male","Mr.","Mr.",37,1,0,2,"N","N","Y","N","370365",15.5,"Q"
366,"D","C","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","C 7076",7.25,"S"
367,"S","A","female","Mrs.","Mrs.",60,1,0,2,"N","N","Y","N","110813",75.25,"C"
368,"S","C","female","Mrs.","Mrs.",26,0,0,1,"N","N","N","N","2626",7.2292,"C"
369,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","14313",7.75,"Q"
370,"S","A","female","Mme.","Mrs.",24,0,0,1,"N","N","N","N","PC 17477",69.3,"C"
371,"S","A","male","Mr.","Mr.",25,1,0,2,"N","N","Y","N","11765",55.4417,"C"
372,"D","C","male","Mr.","Mr.",18,1,0,2,"N","N","Y","N","3101267",6.4958,"S"
373,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","323951",8.05,"S"
374,"D","A","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","PC 17760",135.6333,"C"
375,"D","C","female","Miss.","Miss.",3,3,1,5,"Y","N","Y","C","349909",21.075,"S"
376,"S","A","female","Mrs.","Mrs.",42,1,0,2,"N","N","Y","N","PC 17604",82.1708,"C"
377,"S","C","female","Miss.","Miss.",22,0,0,1,"N","N","N","N","C 7077",7.25,"S"
378,"D","A","male","Mr.","Mr.",27,0,2,3,"Y","N","N","C","113503",211.5,"C"
379,"D","C","male","Mr.","Mr.",20,0,0,1,"N","N","N","N","2648",4.0125,"C"
380,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","347069",7.775,"S"
381,"S","A","female","Miss.","Miss.",42,0,0,1,"N","N","N","N","PC 17757",227.525,"C"
382,"S","C","female","Miss.","Miss.",1,0,2,3,"Y","N","N","C","2653",15.7417,"C"
383,"D","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","STON/O 2. 3101293",7.925,"S"
384,"S","A","female","Mrs.","Mrs.",35,1,0,2,"N","N","Y","N","113789",52,"S"
385,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349227",7.8958,"S"
386,"D","B","male","Mr.","Mr.",18,0,0,1,"N","N","N","N","S.O.C. 14879",73.5,"S"
387,"D","C","male","Master.","Master.",1,5,2,8,"Y","N","Y","C","CA 2144",46.9,"S"
388,"S","B","female","Miss.","Miss.",36,0,0,1,"N","N","N","N","27849",13,"S"
389,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","367655",7.7292,"Q"
390,"S","B","female","Miss.","Miss.",17,0,0,1,"N","N","N","N","SC 1748",12,"C"
391,"S","A","male","Mr.","Mr.",36,1,2,4,"N","Y","Y","P","113760",120,"S"
392,"S","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","350034",7.7958,"S"
393,"D","C","male","Mr.","Mr.",28,2,0,3,"N","N","Y","N","3101277",7.925,"S"
394,"S","A","female","Miss.","Miss.",23,1,0,2,"N","N","Y","N","35273",113.275,"C"
395,"S","C","female","Mrs.","Mrs.",24,0,2,3,"N","Y","N","P","PP 9549",16.7,"S"
396,"D","C","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","350052",7.7958,"S"
397,"D","C","female","Miss.","Miss.",31,0,0,1,"N","N","N","N","350407",7.8542,"S"
398,"D","B","male","Mr.","Mr.",46,0,0,1,"N","N","N","N","28403",26,"S"
399,"D","B","male","Dr.","Dr.",23,0,0,1,"N","N","N","N","244278",10.5,"S"
400,"S","B","female","Mrs.","Mrs.",28,0,0,1,"N","N","N","N","240929",12.65,"S"
401,"S","C","male","Mr.","Mr.",39,0,0,1,"N","N","N","N","STON/O 2. 3101289",7.925,"S"
402,"D","C","male","Mr.","Mr.",26,0,0,1,"N","N","N","N","341826",8.05,"S"
403,"D","C","female","Miss.","Miss.",21,1,0,2,"N","N","Y","N","4137",9.825,"S"
404,"D","C","male","Mr.","Mr.",28,1,0,2,"N","N","Y","N","STON/O2. 3101279",15.85,"S"
405,"D","C","female","Miss.","Miss.",20,0,0,1,"N","N","N","N","315096",8.6625,"S"
406,"D","B","male","Mr.","Mr.",34,1,0,2,"N","N","Y","N","28664",21,"S"
407,"D","C","male","Mr.","Mr.",51,0,0,1,"N","N","N","N","347064",7.75,"S"
408,"S","B","male","Master.","Master.",3,1,1,3,"N","N","Y","N","29106",18.75,"S"
409,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","312992",7.775,"S"
410,"D","C","female","Miss.","Miss.",7,3,1,5,"Y","N","Y","C","4133",25.4667,"S"
411,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349222",7.8958,"S"
412,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","394140",6.8583,"Q"
413,"S","A","female","Miss.","Miss.",33,1,0,2,"N","N","Y","N","19928",90,"Q"
414,"D","B","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","239853",0,"S"
415,"S","C","male","Mr.","Mr.",44,0,0,1,"N","N","N","N","STON/O 2. 3101269",7.925,"S"
416,"D","C","female","Mrs.","Mrs.",30,0,0,1,"N","N","N","N","343095",8.05,"S"
417,"S","B","female","Mrs.","Mrs.",34,1,1,3,"N","Y","Y","P","28220",32.5,"S"
418,"S","B","female","Miss.","Miss.",18,0,2,3,"N","N","N","N","250652",13,"S"
419,"D","B","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","28228",13,"S"
420,"D","C","female","Miss.","Miss.",10,0,2,3,"Y","N","N","C","345773",24.15,"S"
421,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","349254",7.8958,"C"
422,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","A/5. 13032",7.7333,"Q"
423,"D","C","male","Mr.","Mr.",29,0,0,1,"N","N","N","N","315082",7.875,"S"
424,"D","C","female","Mrs.","Mrs.",28,1,1,3,"N","Y","Y","P","347080",14.4,"S"
425,"D","C","male","Mr.","Mr.",18,1,1,3,"Y","N","Y","C","370129",20.2125,"S"
426,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","A/4. 34244",7.25,"S"
427,"S","B","female","Mrs.","Mrs.",28,1,0,2,"N","N","Y","N","2003",26,"S"
428,"S","B","female","Miss.","Miss.",19,0,0,1,"N","N","N","N","250655",26,"S"
429,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","364851",7.75,"Q"
430,"S","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","SOTON/O.Q. 392078",8.05,"S"
431,"S","A","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","110564",26.55,"S"
432,"S","C","female","Mrs.","Mrs.",30,1,0,2,"N","N","Y","N","376564",16.1,"S"
433,"S","B","female","Mrs.","Mrs.",42,1,0,2,"N","N","Y","N","SC/AH 3085",26,"S"
434,"D","C","male","Mr.","Mr.",17,0,0,1,"N","N","N","N","STON/O 2. 3101274",7.125,"S"
435,"D","A","male","Mr.","Mr.",50,1,0,2,"N","N","Y","N","13507",55.9,"S"
436,"S","A","female","Miss.","Miss.",14,1,2,4,"Y","N","Y","C","113760",120,"S"
437,"D","C","female","Miss.","Miss.",21,2,2,5,"N","Y","Y","P","W./C. 6608",34.375,"S"
438,"S","B","female","Mrs.","Mrs.",24,2,3,6,"N","N","Y","N","29106",18.75,"S"
439,"D","A","male","Mr.","Mr.",64,1,4,6,"N","Y","Y","P","19950",263,"S"
440,"D","B","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","C.A. 18723",10.5,"S"
441,"S","B","female","Mrs.","Mrs.",45,1,1,3,"N","Y","Y","P","F.C.C. 13529",26.25,"S"
442,"D","C","male","Mr.","Mr.",20,0,0,1,"N","N","N","N","345769",9.5,"S"
443,"D","C","male","Mr.","Mr.",25,1,0,2,"N","N","Y","N","347076",7.775,"S"
444,"S","B","female","Ms.","Miss.",28,0,0,1,"N","N","N","N","230434",13,"S"
445,"S","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","65306",8.1125,"S"
446,"S","A","male","Master.","Master.",4,0,2,3,"Y","N","N","C","33638",81.8583,"S"
447,"S","B","female","Miss.","Miss.",13,0,1,2,"Y","N","N","C","250644",19.5,"S"
448,"S","A","male","Mr.","Mr.",34,0,0,1,"N","N","N","N","113794",26.55,"S"
449,"S","C","female","Miss.","Miss.",5,2,1,4,"Y","N","Y","C","2666",19.2583,"C"
450,"S","A","male","Major.","Mr.",52,0,0,1,"N","N","N","N","113786",30.5,"S"
451,"D","B","male","Mr.","Mr.",36,1,2,4,"N","Y","Y","P","C.A. 34651",27.75,"S"
452,"D","C","male","Mr.","Mr.",28,1,0,2,"N","N","Y","N","65303",19.9667,"S"
453,"D","A","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","113051",27.75,"C"
454,"S","A","male","Mr.","Mr.",49,1,0,2,"N","N","Y","N","17453",89.1042,"C"
455,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","A/5 2817",8.05,"S"
456,"S","C","male","Mr.","Mr.",29,0,0,1,"N","N","N","N","349240",7.8958,"C"
457,"D","A","male","Mr.","Mr.",65,0,0,1,"N","N","N","N","13509",26.55,"S"
458,"S","A","female","Mrs.","Mrs.",42,1,0,2,"N","N","Y","N","17464",51.8625,"S"
459,"S","B","female","Miss.","Miss.",50,0,0,1,"N","N","N","N","F.C.C. 13531",10.5,"S"
460,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","371060",7.75,"Q"
461,"S","A","male","Mr.","Mr.",48,0,0,1,"N","N","N","N","19952",26.55,"S"
462,"D","C","male","Mr.","Mr.",34,0,0,1,"N","N","N","N","364506",8.05,"S"
463,"D","A","male","Mr.","Mr.",47,0,0,1,"N","N","N","N","111320",38.5,"S"
464,"D","B","male","Mr.","Mr.",48,0,0,1,"N","N","N","N","234360",13,"S"
465,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","A/S 2816",8.05,"S"
466,"D","C","male","Mr.","Mr.",38,0,0,1,"N","N","N","N","SOTON/O.Q. 3101306",7.05,"S"
467,"D","B","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","239853",0,"S"
468,"D","A","male","Mr.","Mr.",56,0,0,1,"N","N","N","N","113792",26.55,"S"
469,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","36209",7.725,"Q"
470,"S","C","female","Miss.","Miss.",1,2,1,4,"Y","N","Y","C","2666",19.2583,"C"
471,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","323592",7.25,"S"
472,"D","C","male","Mr.","Mr.",38,0,0,1,"N","N","N","N","315089",8.6625,"S"
473,"S","B","female","Mrs.","Mrs.",33,1,2,4,"N","Y","Y","P","C.A. 34651",27.75,"S"
474,"S","B","female","Mrs.","Mrs.",23,0,0,1,"N","N","N","N","SC/AH Basle 541",13.7917,"C"
475,"D","C","female","Miss.","Miss.",22,0,0,1,"N","N","N","N","7553",9.8375,"S"
476,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","110465",52,"S"
477,"D","B","male","Mr.","Mr.",34,1,0,2,"N","N","Y","N","31027",21,"S"
478,"D","C","male","Mr.","Mr.",29,1,0,2,"N","N","Y","N","3460",7.0458,"S"
479,"D","C","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","350060",7.5208,"S"
480,"S","C","female","Miss.","Miss.",2,0,1,2,"Y","N","N","C","3101298",12.2875,"S"
481,"D","C","male","Master.","Master.",9,5,2,8,"Y","N","Y","C","CA 2144",46.9,"S"
482,"D","B","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","239854",0,"S"
483,"D","C","male","Mr.","Mr.",50,0,0,1,"N","N","N","N","A/5 3594",8.05,"S"
484,"S","C","female","Mrs.","Mrs.",63,0,0,1,"N","N","N","N","4134",9.5875,"S"
485,"S","A","male","Mr.","Mr.",25,1,0,2,"N","N","Y","N","11967",91.0792,"C"
486,"D","C","female","Miss.","Miss.",7,3,1,5,"Y","N","Y","C","4133",25.4667,"S"
487,"S","A","female","Mrs.","Mrs.",35,1,0,2,"N","N","Y","N","19943",90,"S"
488,"D","A","male","Mr.","Mr.",58,0,0,1,"N","N","N","N","11771",29.7,"C"
489,"D","C","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","A.5. 18509",8.05,"S"
490,"S","C","male","Master.","Master.",9,1,1,3,"Y","N","Y","C","C.A. 37671",15.9,"S"
491,"D","C","male","Mr.","Mr.",28,1,0,2,"N","N","Y","N","65304",19.9667,"S"
492,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","SOTON/OQ 3101317",7.25,"S"
493,"D","A","male","Mr.","Mr.",55,0,0,1,"N","N","N","N","113787",30.5,"S"
494,"D","A","male","Mr.","Mr.",71,0,0,1,"N","N","N","N","PC 17609",49.5042,"C"
495,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","A/4 45380",8.05,"S"
496,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2627",14.4583,"C"
497,"S","A","female","Miss.","Miss.",54,1,0,2,"N","N","Y","N","36947",78.2667,"C"
498,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","C.A. 6212",15.1,"S"
499,"D","A","female","Mrs.","Mrs.",25,1,2,4,"N","Y","Y","P","113781",151.55,"S"
500,"D","C","male","Mr.","Mr.",24,0,0,1,"N","N","N","N","350035",7.7958,"S"
501,"D","C","male","Mr.","Mr.",17,0,0,1,"N","N","N","N","315086",8.6625,"S"
502,"D","C","female","Miss.","Miss.",21,0,0,1,"N","N","N","N","364846",7.75,"Q"
503,"D","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","330909",7.6292,"Q"
504,"D","C","female","Miss.","Miss.",37,0,0,1,"N","N","N","N","4135",9.5875,"S"
505,"S","A","female","Miss.","Miss.",16,0,0,1,"N","N","N","N","110152",86.5,"S"
506,"D","A","male","Mr.","Mr.",18,1,0,2,"N","N","Y","N","PC 17758",108.9,"C"
507,"S","B","female","Mrs.","Mrs.",33,0,2,3,"N","Y","N","P","26360",26,"S"
508,"S","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","111427",26.55,"S"
509,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","C 4001",22.525,"S"
510,"S","C","male","Mr.","Mr.",26,0,0,1,"N","N","N","N","1601",56.4958,"S"
511,"S","C","male","Mr.","Mr.",29,0,0,1,"N","N","N","N","382651",7.75,"Q"
512,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","SOTON/OQ 3101316",8.05,"S"
513,"S","A","male","Mr.","Mr.",36,0,0,1,"N","N","N","N","PC 17473",26.2875,"S"
514,"S","A","female","Mrs.","Mrs.",54,1,0,2,"N","N","Y","N","PC 17603",59.4,"C"
515,"D","C","male","Mr.","Mr.",24,0,0,1,"N","N","N","N","349209",7.4958,"S"
516,"D","A","male","Mr.","Mr.",47,0,0,1,"N","N","N","N","36967",34.0208,"S"
517,"S","B","female","Mrs.","Mrs.",34,0,0,1,"N","N","N","N","C.A. 34260",10.5,"S"
518,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","371110",24.15,"Q"
519,"S","B","female","Mrs.","Mrs.",36,1,0,2,"N","N","Y","N","226875",26,"S"
520,"D","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","349242",7.8958,"S"
521,"S","A","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","12749",93.5,"S"
522,"D","C","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","349252",7.8958,"S"
523,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2624",7.225,"C"
524,"S","A","female","Mrs.","Mrs.",44,0,1,2,"N","Y","N","P","111361",57.9792,"C"
525,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2700",7.2292,"C"
526,"D","C","male","Mr.","Mr.",40,0,0,1,"N","N","N","N","367232",7.75,"Q"
527,"S","B","female","Miss.","Miss.",50,0,0,1,"N","N","N","N","W./C. 14258",10.5,"S"
528,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","PC 17483",221.7792,"S"
529,"D","C","male","Mr.","Mr.",39,0,0,1,"N","N","N","N","3101296",7.925,"S"
530,"D","B","male","Mr.","Mr.",23,2,1,4,"N","Y","Y","P","29104",11.5,"S"
531,"S","B","female","Miss.","Miss.",2,1,1,3,"Y","N","Y","C","26360",26,"S"
532,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2641",7.2292,"C"
533,"D","C","male","Mr.","Mr.",17,1,1,3,"N","N","Y","N","2690",7.2292,"C"
534,"S","C","female","Mrs.","Mrs.",28,0,2,3,"N","Y","N","P","2668",22.3583,"C"
535,"D","C","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","315084",8.6625,"S"
536,"S","B","female","Miss.","Miss.",7,0,2,3,"Y","N","N","C","F.C.C. 13529",26.25,"S"
537,"D","A","male","Major.","Mr.",45,0,0,1,"N","N","N","N","113050",26.55,"S"
538,"S","A","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","PC 17761",106.425,"C"
539,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","364498",14.5,"S"
540,"S","A","female","Miss.","Miss.",22,0,2,3,"N","N","N","N","13568",49.5,"C"
541,"S","A","female","Miss.","Miss.",36,0,2,3,"N","N","N","N","WE/P 5735",71,"S"
542,"D","C","female","Miss.","Miss.",9,4,2,7,"Y","N","Y","C","347082",31.275,"S"
543,"D","C","female","Miss.","Miss.",11,4,2,7,"Y","N","Y","C","347082",31.275,"S"
544,"S","B","male","Mr.","Mr.",32,1,0,2,"N","N","Y","N","2908",26,"S"
545,"D","A","male","Mr.","Mr.",50,1,0,2,"N","N","Y","N","PC 17761",106.425,"C"
546,"D","A","male","Mr.","Mr.",64,0,0,1,"N","N","N","N","693",26,"S"
547,"S","B","female","Mrs.","Mrs.",19,1,0,2,"N","N","Y","N","2908",26,"S"
548,"S","B","male","Mr.","Mr.",27,0,0,1,"N","N","N","N","SC/PARIS 2146",13.8625,"C"
549,"D","C","male","Mr.","Mr.",33,1,1,3,"N","Y","Y","P","363291",20.525,"S"
550,"S","B","male","Master.","Master.",8,1,1,3,"Y","N","Y","C","C.A. 33112",36.75,"S"
551,"S","A","male","Mr.","Mr.",17,0,2,3,"Y","N","N","C","17421",110.8833,"C"
552,"D","B","male","Mr.","Mr.",27,0,0,1,"N","N","N","N","244358",26,"S"
553,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","330979",7.8292,"Q"
554,"S","C","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","2620",7.225,"C"
555,"S","C","female","Miss.","Miss.",22,0,0,1,"N","N","N","N","347085",7.775,"S"
556,"D","A","male","Mr.","Mr.",62,0,0,1,"N","N","N","N","113807",26.55,"S"
557,"S","A","female","Lady.","Mrs.",48,1,0,2,"N","N","Y","N","11755",39.6,"C"
558,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","PC 17757",227.525,"C"
559,"S","A","female","Mrs.","Mrs.",39,1,1,3,"N","Y","Y","P","110413",79.65,"S"
560,"S","C","female","Mrs.","Mrs.",36,1,0,2,"N","N","Y","N","345572",17.4,"S"
561,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","372622",7.75,"Q"
562,"D","C","male","Mr.","Mr.",40,0,0,1,"N","N","N","N","349251",7.8958,"S"
563,"D","B","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","218629",13.5,"S"
